formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	CH7NOP2S5	[M - H]-	CH6NOP2S5-	Fatty acids	0.111	Monoterpenoids	0.098	Polyamines	0.011	Organic acids and derivatives	0.678	Organic dithiophosphoric acids and derivatives	0.526					Organic dithiophosphoric acids and derivatives	0.526	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organophosphorus compounds; Sulfenyl compounds; Organic dithiophosphoric acids and derivatives; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	269.855	30	0.493	849250676714883731	849250567398736339	849250567394542034	9	
1	C8H20N2O5S	[M - H2O - H]-	C8H17N2O4S-	Fatty acids	0.187	Pseudoalkaloids (transamidation)	0.011	Sphingoid bases	0.017	Organic acids and derivatives	0.941	Organic sulfonic acids and derivatives	0.950	Organosulfonic acids and derivatives	0.950	Alkanesulfonic acids and derivatives	0.905	Alkanesulfonic acids	0.882	Organic compounds; Organosulfur compounds; Alcohols and polyols; Organic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Sulfonyls; Organosulfonic acids; 1,2-aminoalcohols; Dialkylamines; Amines; Secondary amines; Alkanolamines; Alkanesulfonic acids and derivatives; Alkanesulfonic acids; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	237.091	30	0.501	849250675917965898	849250567818166759	849250567818166758	14	
1	C7H21NO2P4S3	[M - H2O - H]-	C7H18NOP4S3-	Alkaloids	0.097	Ornithine alkaloids	0.065	Polyamines	0.144	Organophosphorus compounds	0.939	Organothiophosphorus compounds	0.722					Organothiophosphorus compounds	0.722	Organic compounds; Organic acids and derivatives; Organonitrogen compounds; Organophosphorus compounds; Organothiophosphorus compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	351.952	31	0.512	849250735816825623	849250569177121351	849250569172927046	38	
1	C8H17N4O4	[M - H2O - H]-	C8H14N4O3-	Amino acids and Peptides	0.848	Small peptides	0.945	Aminoacids	0.948	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.997	Amino acids and derivatives	0.997	Alpha amino acids	0.942	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Secondary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	214.108	31	0.519	849250675364317720	849250568925463091	849250568925463090	33	
1	C9H19N4O4	[M - H2O - H]-	C9H16N4O3-	Alkaloids	0.920	Guanidine alkaloids	0.807	Imidazole alkaloids	0.078	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Guanidines	0.941			Guanidines	0.941	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Guanidines; Carbonyl compounds; Amines; Alkanolamines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	228.123	32	0.528	849250671115487535	849250569340699219	849250569340699218	41	
1	C10H19N4O4	[M - H2O - H]-	C10H16N4O3-	Alkaloids	0.653	Small peptides	0.315	Imidazole alkaloids	0.311	Organic acids and derivatives	0.996	Carboxylic acids and derivatives	0.988	Amino acids, peptides, and analogues	0.772	Amino acids and derivatives	0.768	Alpha amino acids and derivatives	0.613	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	240.123	32	0.530	849250674684840435	849250569474916959	849250569474916958	44	
1	C6H15N4O3	[M - H2O - H]-	C6H12N4O2-	Amino acids and Peptides	0.750	Small peptides	0.920	Aminoacids	0.945	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.905	Amino acids and derivatives	0.904	Amino acids	0.763	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Straight chain fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Guanidines; Monoalkylamines; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	172.097	33	0.553	849250670830274821	849250569604940395	849250569604940394	47	
1	C7H15N3O6S4	[M - H]-	C7H14N3O6S4-	Amino acids and Peptides	1.000	Small peptides	0.999	Aminoacids	0.998	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.996	Amino acids, peptides, and analogues	0.999	Amino acids and derivatives	0.999	L-cysteine-S-conjugates	0.580	Organic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Organic disulfides; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Amino acids; Cysteine and derivatives; L-cysteine-S-conjugates; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	363.978	34	0.560	849250695262097686	849250569781101179	849250569781101178	51	
1	C7H17N4O3	[M - H2O - H]-	C7H14N4O2-	Amino acids and Peptides	0.974	Small peptides	0.995	Aminoacids	0.992	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.994	Amino acids and derivatives	0.994	Alpha amino acids	0.927	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Guanidines; Monoalkylamines; Amino fatty acids; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Medium-chain fatty acids; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	186.113	34	0.560	849250670863829260	849250569915318919	849250569915318918	54	
1	C8H17N4O3	[M - H2O - H]-	C8H14N4O2-	Alkaloids	0.820	Histidine alkaloids	0.506	Imidazole alkaloids	0.506	Organoheterocyclic compounds	0.980	Heteroaromatic compounds	0.680					Heteroaromatic compounds	0.680	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amines; Alkanolamines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	198.113	34	0.564	849250683509656972	849250569827238527	849250569823044222	52	
