structurePerIdRank	formulaRank	ConfidenceScoreExact	ConfidenceScoreApproximate	CSI:FingerIDScore	ZodiacScore	SiriusScoreNormalized	SiriusScore	molecularFormula	adduct	precursorFormula	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	1	0.350	0.350	-131.691	0.605	0.358	10.336	C8H20N2O5S	[M - H2O - H]-	C8H17N2O4S-	KYLPVOYMUGERDB	InChI=1S/C8H20N2O5S/c1-6(4-11)9-8(3,16(13,14)15)10-7(2)5-12/h6-7,9-12H,4-5H2,1-3H3,(H,13,14,15)	1,1-Bis(1-hydroxypropan-2-ylamino)ethanesulfonic acid	CC(CO)NC(C)(NC(C)CO)S(=O)(=O)O	-4.100	87410039	PUBCHEM:(87410039)	2	237.091	30	0.501	849250675917965898	849250567818166759	849250567818166758	14	
1	2	0.045	0.045	-183.924	0.087	0.331	13.182	C11H13N3O4S	[M + Br]-	C11H13BrN3O4S-	BCEINWLIUZZQEN	InChI=1S/C11H13N3O4S/c1-7-12-9-3-2-8(6-10(9)13-7)14-19(17,18)5-4-11(15)16/h2-3,6,14H,4-5H2,1H3,(H,12,13)(H,15,16)	3-[(2-methyl-3H-benzimidazol-5-yl)sulfamoyl]propanoic acid	CC1=NC2=C(N1)C=C(C=C2)NS(=O)(=O)CCC(=O)O	0.400	43715322	PUBCHEM:(43715322)	2	361.981	34	0.571	849250685204155992	849250570057925267	849250570053730962	57	
1	1	0.023	0.023	-326.177	0.174	0.191	5.340	C17H22N2OS2	[M - H]-	C17H21N2OS2-	DIGSBNOZLNNDAQ	InChI=1S/C17H22N2OS2/c1-3-5-6-13(4-2)12-19-16(20)15(22-17(19)21)11-14-7-9-18-10-8-14/h7-11,13H,3-6,12H2,1-2H3	(5Z)-3-[(2R)-2-ethylhexyl]-5-(pyridin-4-ylmethylidene)-2-sulfanylidene-1,3-thiazolidin-4-one	CCCCC(CC)CN1C(=O)C(=CC2=CC=NC=C2)SC1=S	5.000	6370889;5732062;1976909;1976912;1976916;1976919;2908287	CHEBI:(122133);PUBCHEM:(6370889 5732062 1976909 1976912 1976916 1976919 2908287);PUBMED	98	333.111	35	0.585	849250679470541787	849250570225697443	849250570225697442	61	
1	3	0.031	0.031	-190.817	0.028	0.010	84.439	C11H20N6O5	[M - H2O - H]-	C11H17N6O4-	IKXLBJLEKBVARH	InChI=1S/C11H20N6O5/c12-16-14-2-4-20-6-8-22-10-9-21-7-5-19-3-1-11(18)15-17-13/h1-10H2	3-[2-[2-[2-(2-Azidoethoxy)ethoxy]ethoxy]ethoxy]propanoyl azide	C(COCCOCCOCCOCCN=[N+]=[N-])C(=O)N=[N+]=[N-]	1.300	150566368	PUBCHEM:(150566368)	2	297.134	35	0.589	849250683060866339	849250570276029095	849250570276029094	62	
1	3	0.038	0.038	-286.180	0.173	0.143	58.924	C12H20N6O6	[M - H]-	C12H19N6O6-	JEDZRMKNJXWBRO	InChI=1S/C12H20N6O6/c13-3-8(20)15-5-10(22)17-7-12(24)18-6-11(23)16-4-9(21)14-1-2-19/h2H,1,3-7,13H2,(H,14,21)(H,15,20)(H,16,23)(H,17,22)(H,18,24)	H-Gly-Gly-Gly-Gly-Gly-Gly-al	C(C=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN	-4.500	76936791	PUBCHEMANNOTATIONBIO:(null);PUBCHEM:(76936791)	16777218	343.139	35	0.590	849250693043310652	849250570322166443	849250570317972138	63	
1	2	0.070	0.070	-301.144	0.172	0.110	68.399	C22H28F3NO2	[M - H]-	C22H27F3NO2-	DUJFFOJPISLHAA	InChI=1S/C22H28F3NO2/c1-4-8-17-11-13-19(14-12-17)26(16-21(27-5-2)28-6-3)20-10-7-9-18(15-20)22(23,24)25/h7,9-15,21H,4-6,8,16H2,1-3H3	N-(2,2-diethoxyethyl)-N-(4-propylphenyl)-3-(trifluoromethyl)aniline	CCCC1=CC=C(C=C1)N(CC(OCC)OCC)C2=CC=CC(=C2)C(F)(F)F	6.400	138822108	PUBCHEM:(138822108)	2	394.200	37	0.611	849250684436598274	849250570427024051	849250570427024050	65	
1	9	0.054	0.054	-140.200	0.012	0.016	3.218	C15H25N9O2	[M - H]-	C15H24N9O2-	JTQYZGCNARSJQV	InChI=1S/C15H25N9O2/c1-12(25)16-4-6-23-10-14(18-20-23)8-22(3)9-15-11-24(21-19-15)7-5-17-13(2)26/h10-11H,4-9H2,1-3H3,(H,16,25)(H,17,26)	N-[2-[4-[[[1-(2-acetamidoethyl)triazol-4-yl]methyl-methylamino]methyl]triazol-1-yl]ethyl]acetamide	CC(=O)NCCN1C=C(N=N1)CN(C)CC2=CN(N=N2)CCNC(=O)C	-2.600	159859293	PUBCHEM:(159859293)	2	362.209	39	0.651	849250675888605760	849250570561241791	849250570561241790	68	
1	2	0.149	0.149	-200.180	0.205	0.491	159.062	C19H37NO9	[M - H2O - H]-	C19H34NO8-	PZKXZUKDTZLLPD	InChI=1S/C19H37NO9/c1-3-4-5-6-7-8-13(23)15(24)12(20-11(2)22)10-28-19-18(27)17(26)16(25)14(9-21)29-19/h12-19,21,23-27H,3-10H2,1-2H3,(H,20,22)	N-[(2S,3S,4R)-3,4-dihydroxy-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyundecan-2-yl]acetamide	CCCCCCCC(C(C(COC1C(C(C(C(O1)CO)O)O)O)NC(=O)C)O)O	-0.500	67661463;18667408	PUBCHEM:(67661463 18667408)	2	404.228	39	0.654	849250689423626076	849250570624156355	849250570619962050	69	
1	2	0.005	0.005	-248.260	0.057	0.131	2.723	C20H39NO2S2	[M - H]-	C20H38NO2S2-	RJWCIIRSKMEMRK	InChI=1S/C20H39NO2S2/c1-5-9-11-17(7-3)15-21(25,19(24)13-14-20(22)23)16-18(8-4)12-10-6-2/h17-18,25H,5-16H2,1-4H3/p+1	3-Carboxypropanethioyl-bis(2-ethylhexyl)-sulfanylazanium	CCCCC(CC)C[N+](CC(CC)CCCC)(C(=S)CCC(=O)O)S	6.800	23297528	PUBCHEM:(23297528)	2	388.234	41	0.677	849250712613934387	849250570796122835	849250570796122834	73	
1	6	0.010	0.010	-281.356	0.032	0.032	3.195	C13H27N7O3	[M - H]-	C13H26N7O3-	WYLCEKAJPQIVSO	InChI=1S/C13H27N7O3/c1-23-13(22)11-9(6-15-19-11)16-12(21)8-2-3-10(18-17-8)20-5-4-14-7-20/h8-11,13-15,17-19,22H,2-7H2,1H3,(H,16,21)	N-[3-[hydroxy(methoxy)methyl]pyrazolidin-4-yl]-6-imidazolidin-1-yldiazinane-3-carboxamide	COC(C1C(CNN1)NC(=O)C2CCC(NN2)N3CCNC3)O	-1.800	156578743	PUBCHEM:(156578743)	2	328.212	42	0.693	849250700228153965	849250570842260183	849250570838065878	74	
